"LONGITUDE","LATITUDE","IDLongKNN","IDLatiKNN","IDLongRanger","IDLatiRanger","IDLongGbm","IDLatiGbm"
-7592.0902420462,4864978.87642687,-7588.27835999877,4864985.75386,-7598.18678333484,4864981.47025369,-7601.64707366299,4864969.38247636
-7616.35992587794,4864979.09533041,-7609.6683799997,4864979.74326,-7618.44887581326,4864979.62439508,-7623.12954963698,4864976.73921857
-7691.10920000076,4864927.5252,-7689.47689999938,4864928.74654,-7684.96391986579,4864929.77477411,-7673.25966166701,4864934.54604258
-7685.49460000172,4864929.1348,-7685.72349999845,4864929.8903,-7682.55179495569,4864930.93017458,-7677.44390018514,4864944.14833888
-7684.28183436243,4864931.86802129,-7681.3191399999,4864932.07546,-7682.27648009297,4864931.86256066,-7680.01671166422,4864930.74187364
-7682.45565000227,4864932.53290055,-7682.15049999878,4864931.52956,-7680.03983207923,4864933.55938182,-7678.33226345389,4864942.06532221
-7676.89365321925,4864933.95646943,-7678.14515999854,4864932.98512,-7679.08625950899,4864933.27963856,-7680.15138400433,4864930.29752674
-7675.64792157744,4864933.13878118,-7679.09885999858,4864932.09656,-7679.20188406234,4864932.79348192,-7679.00503384626,4864930.58031015
-7644.30384668973,4864948.7810088,-7642.67464000136,4864952.15616,-7639.77008683685,4864958.66713956,-7639.07939952665,4864960.69769527
-7656.99678122964,4864937.20383579,-7659.40485999882,4864934.15044,-7654.81245917842,4864935.70131993,-7653.95226538867,4864941.97504812
-7662.30642141684,4864938.2719655,-7667.76617999971,4864935.8476,-7663.78978098429,4864934.58804667,-7658.62802144252,4864933.25176805
-7662.44720000029,4864933.7721,-7651.00109999925,4864932.2787,-7656.75972770613,4864931.15404227,-7663.04899750401,4864929.59653709
-7667.5438000001,4864937.5546,-7668.47602000013,4864936.372,-7667.54010028311,4864935.47883998,-7670.10895259935,4864929.67794908
-7643.69751699935,4864929.91511179,-7645.35006000101,4864925.23238,-7646.08517163338,4864928.4958859,-7653.94689467981,4864928.19711215
-7643.3229841197,4864928.08658047,-7646.99127999917,4864932.17836,-7645.67561566282,4864930.21290729,-7637.53646984197,4864928.64496292
-7646.6364422181,4864925.36349407,-7644.89990000054,4864926.08618,-7645.3162951299,4864928.15523286,-7643.69390501494,4864927.06151448
-7641.56309275237,4864922.35505802,-7643.5609799996,4864923.83914,-7645.32403093945,4864926.8192181,-7654.85902600082,4864927.33595558
-7641.0103391874,4864920.68700804,-7640.60945999995,4864915.29586,-7639.72258992652,4864915.47840186,-7637.63388928832,4864924.65823478
-7640.03067148614,4864914.50935242,-7640.60945999995,4864915.29586,-7639.72258992652,4864915.47840186,-7637.63388928832,4864924.65823478
-7638.02266043988,4864903.07802907,-7639.20040000006,4864909.34862,-7638.62093794938,4864911.73250868,-7637.2909699746,4864916.39641954
-7646.31449697698,4864932.31557533,-7646.24460000172,4864925.929,-7649.44303600988,4864933.49522975,-7646.36432068289,4864932.70572079
-7618.41589999944,4864974.4413,-7615.52769999951,4864982.2821,-7618.89149417327,4864982.02276082,-7617.75481876743,4864980.88056619
-7616.64529248978,4864976.24902887,-7619.32223999947,4864982.68952,-7619.2212547065,4864982.07600586,-7618.87661259993,4864979.59014722
-7605.24830000103,4864978.2159,-7605.13404000029,4864981.23506,-7607.31363743677,4864980.18989756,-7610.0917627976,4864982.37934873
-7634.49445455261,4864983.86347884,-7632.63399999887,4864983.84394,-7629.01212018962,4864983.58100082,-7627.85949711514,4864978.04869421
-7632.2826035129,4864987.96421851,-7619.32223999947,4864982.68952,-7629.69597624977,4864983.41744992,-7630.53679245672,4864977.29486178
-7619.01281685433,4864975.71671874,-7615.57692000121,4864976.34688,-7623.60750023457,4864987.24430323,-7616.29953400023,4864994.9955585
-7616.7004386454,4864976.41989352,-7614.87982000113,4864976.5468,-7616.59648694047,4864981.05651427,-7615.14374931892,4864986.40178682
-7616.57226202036,4864979.55970858,-7614.08546000049,4864977.46762,-7620.62726972032,4864979.07297155,-7621.76523780518,4864983.42174383
-7610.89979999885,4864976.9343,-7609.89846000001,4864978.98432,-7613.93883792351,4864981.23947888,-7618.7342509152,4864980.35935769
-7609.20937015864,4864978.21404511,-7611.75812000037,4864979.14428,-7613.25493645693,4864980.68943999,-7607.78018880786,4864984.28524654
-7601.69407579224,4864980.07667125,-7597.69014000073,4864982.10686,-7605.42290764433,4864983.58218536,-7602.45521889873,4864986.78498784
-7589.17943744184,4864985.27066531,-7592.66162000001,4864983.86458,-7592.81642619656,4864984.06895141,-7593.02320811984,4864979.69226427
-7637.92280000076,4864993.3408,-7637.84848000035,4864995.8594,-7637.00451454333,4864993.72442649,-7641.79700309449,4864990.754052
-7594.03489999846,4864981.7684,-7593.6073800005,4864982.96072,-7594.79505591682,4864977.91179214,-7601.35724082198,4864968.20513725
-7593.92191744519,4864982.04204241,-7590.1027399987,4864984.9145,-7601.0364106366,4864983.38772766,-7605.78379808177,4864974.87124318
-7609.02120000124,4864977.473,-7600.61202000007,4864981.26942,-7605.50207403328,4864981.66805666,-7604.51122777991,4864974.88230457
-7621.81523590075,4864976.10424105,-7630.47572000101,4864982.07618,-7630.12262062669,4864983.56927738,-7630.69139121213,4864981.1773922
-7689.28420000151,4864928.0484,-7685.57125999927,4864929.86602,-7681.01728625266,4864929.25544919,-7672.61029620992,4864932.86540962
-7662.30661873478,4864934.36715101,-7658.26048000008,4864935.86732,-7663.24995592977,4864933.62536954,-7664.68767350616,4864929.07839269
-7661.81719389679,4864938.37254732,-7654.80729999989,4864936.14628,-7658.93244342568,4864934.89028694,-7661.91107331668,4864936.02193554
-7637.08344395569,4864949.56319174,-7638.61307999939,4864953.14652,-7638.32989625537,4864956.55888144,-7639.83082213961,4864962.17110668
-7636.89562666263,4864905.42273969,-7637.8566200003,4864905.69224,-7638.6554117268,4864912.15701497,-7637.63388928832,4864920.80980105
-7592.56230000034,4864981.852,-7593.03141999989,4864983.65308,-7591.10563944431,4864981.54604924,-7601.85156743145,4864972.34018505
-7636.82069644866,4864991.64683682,-7624.99228000045,4864984.41246,-7635.18995152704,4864988.82151789,-7633.64567662381,4864988.57460662
-7638.19379999861,4864993.2706,-7637.0384800002,4864993.98366,-7636.68954717311,4864991.14989454,-7632.73680077715,4864985.39343569
-7639.10963288269,4864999.14264838,-7639.18919999897,4865002.89082,-7638.32744907896,4864998.29520875,-7634.99925658631,4864993.76913597
-7638.01890505048,4865000.23436776,-7638.49269999862,4865000.50122,-7638.17767183872,4864997.13543427,-7635.61222633002,4864992.36871514
-7639.44559871065,4865001.21506283,-7640.87743999958,4865008.64408,-7640.03928369888,4865005.02009623,-7637.65592151001,4865001.77964993
-7640.84258744208,4865006.61461257,-7641.00853999928,4865008.35982,-7639.37360814516,4865003.73453132,-7634.41969856246,4865000.14409097
-7641.96091476219,4865008.76983066,-7641.06422000006,4865006.96166,-7640.32152701306,4865005.79536641,-7639.94602437376,4864997.82636646
-7640.41686663053,4865010.64924526,-7640.74164000005,4865005.85174,-7640.24915435955,4865006.47995006,-7634.81684414861,4865000.69529717
-7636.39292173685,4864951.45692939,-7637.25699999928,4864949.8143,-7639.84814574173,4864950.41549384,-7639.23203410015,4864960.925408
-7642.67322616119,4864947.68597467,-7644.26210000068,4864948.47632,-7646.57943351659,4864948.83886568,-7645.01314254724,4864940.79788374
-7650.25597591234,4864937.11905396,-7649.37376000136,4864936.13188,-7650.55683150987,4864937.24581092,-7649.06326451327,4864932.50135307
-7616.89191416661,4864979.16187527,-7614.12838000059,4864976.76228,-7620.60147598787,4864979.69378915,-7622.77920809402,4864982.12264753
-7603.33590000123,4864979.1024,-7606.58649999946,4864978.92422,-7606.0987537298,4864979.04742129,-7602.45738117461,4864980.87191285
-7603.33590000123,4864979.1024,-7601.64296000004,4864981.29034,-7601.87151273644,4864981.15505499,-7600.18294896882,4864985.2830935
-7603.76030219803,4864979.78721273,-7598.93637999967,4864981.74972,-7601.04159543998,4864981.11372955,-7601.36482054082,4864981.80836226
-7595.97399999946,4864981.2125,-7589.06239999831,4864985.5291,-7596.1838143695,4864982.83770438,-7584.11648884859,4864974.46883829
-7594.03489999846,4864981.7684,-7595.51666000038,4864982.41346,-7597.26216180625,4864982.98846533,-7590.67924910048,4864981.04237907
-7587.13533110108,4864985.99605849,-7589.70651999936,4864985.02808,-7591.10362314597,4864984.96340582,-7594.32817704997,4864985.61162992
-7586.94368609796,4864985.92201844,-7587.49431999922,4864985.97862,-7591.02989270962,4864985.71011237,-7585.71933458532,4864986.37871963
-7594.26554122549,4864983.82597524,-7595.95417999998,4864982.6044,-7602.40454790311,4864983.49721786,-7597.45282338826,4864979.93296605
-7596.9070316277,4864983.12509262,-7599.1770800002,4864982.31352,-7605.19505851659,4864981.92155124,-7607.84284626109,4864986.45053478
-7603.0212026459,4864981.02196974,-7595.99906000048,4864982.59154,-7600.1193297467,4864982.46592724,-7605.23614681332,4864983.25332989
-7594.39246300444,4864982.32877039,-7590.09853999913,4864984.9157,-7596.16517001337,4864982.79558418,-7593.31168116365,4864978.36110094
-7592.23493529606,4864978.25980826,-7591.52669999972,4864984.18992,-7596.74027842007,4864981.74322131,-7604.56690137558,4864972.64201865
-7637.00921124037,4864993.70611592,-7637.84848000035,4864995.8594,-7637.50581163708,4864996.93568514,-7645.28923034504,4864997.96798449
-7596.47407934687,4864983.24845654,-7597.38234000057,4864981.87862,-7599.64403883444,4864985.88839839,-7604.12641687908,4864987.37138769
-7601.38699999824,4864979.6612,-7597.28776000068,4864981.58936,-7595.56295157693,4864983.17540999,-7602.868049076,4864976.5166467
-7634.21146584494,4864984.24410475,-7633.14601999968,4864982.87518,-7632.97785433011,4864984.74158149,-7636.66280852677,4864980.6460437
-7637.42379999906,4864991.5989,-7636.09433999955,4864990.88016,-7634.79889784045,4864989.66367174,-7637.61469722177,4864984.25762108
-7639.59899999946,4864999.1878,-7639.35000000149,4865001.0981,-7637.98059686829,4864997.64423862,-7640.04261069917,4864992.8284478
-7639.59486995363,4865007.10462129,-7639.67610000148,4865002.2356,-7640.15579399321,4865006.53297812,-7641.45590317894,4865005.19191329
-7641.13379999995,4865014.9502,-7641.36479999945,4865012.91552,-7638.40552200069,4865006.79877357,-7639.64611294735,4865000.13215007
-7641.68039999902,4865016.8579,-7641.93425999955,4865013.94428,-7640.79485753893,4865009.49455126,-7641.0620389485,4865001.39602477
-7641.80549602936,4865014.3586912,-7640.76894000024,4865008.92086,-7639.07849578968,4865008.32981413,-7638.99534917125,4865007.43312559
-7641.23338191367,4865008.5548903,-7639.93710000068,4865005.0614,-7640.41084231362,4865004.34989826,-7641.98407201927,4865003.81375364
-7640.09479999915,4865000.9183,-7638.91560000107,4864999.5826,-7639.05809319306,4864998.80836355,-7638.5687324441,4864992.27510871
-7637.02140958562,4864993.48622219,-7635.79820000157,4864988.70622,-7636.11523679754,4864990.37640486,-7638.88099992556,4864986.30003452
-7632.48110239606,4864987.95449594,-7635.03016000167,4864986.02702,-7633.9383642471,4864985.35491624,-7639.07900401376,4864982.7204137
-7632.06980529327,4864982.08808637,-7626.9143400006,4864981.15652,-7628.40248841369,4864982.01169449,-7630.58387235413,4864982.6533077
-7632.9790759226,4864965.22725023,-7633.17278000042,4864966.28946,-7632.52596901005,4864966.52980763,-7635.03202817462,4864966.58765191
-7637.41882622743,4864955.69325027,-7638.81397999972,4864949.63504,-7640.09155163547,4864950.80413514,-7640.43781871425,4864948.03008995
-7637.31194382388,4864955.82226685,-7637.0467399992,4864953.31748,-7637.61039140748,4864952.99269239,-7640.0387164812,4864960.84729152
-7618.42008150594,4864974.84117645,-7612.49433999956,4864980.0492,-7610.56577728324,4864980.24174991,-7615.11499416129,4864979.528615
-7610.50939999893,4864982.554,-7591.23764000013,4864984.16718,-7598.59936016679,4864983.08716689,-7610.07230250626,4864977.60998849
-7605.14416078203,4864978.71192022,-7599.59560000077,4864981.42772,-7605.94135784672,4864981.34720085,-7613.0843913417,4864977.45166069
-7592.57327100977,4864984.10219659,-7591.24057999998,4864983.8225,-7597.80446242091,4864984.01023876,-7620.93923874925,4864974.40633386
-7589.06621643408,4864985.33224475,-7593.6073800005,4864982.96072,-7592.98698291998,4864983.12020192,-7603.75181771418,4864973.94043238
-7594.10545720105,4864981.95862272,-7595.42756000087,4864982.12256,-7595.02320305012,4864982.67437886,-7601.92632306394,4864973.94043238
-7601.38699999824,4864979.6612,-7597.78484000042,4864982.07968,-7594.23879423335,4864983.02660916,-7603.99622691713,4864976.51114461
-7609.07213901898,4864977.91577788,-7601.77541999966,4864981.8851,-7602.37251117321,4864982.45464376,-7601.45146209927,4864982.5444778
-7609.15270231509,4864978.04042304,-7601.40920000002,4864980.72446,-7606.6861767832,4864982.29106164,-7603.98970537568,4864979.25056774
-7616.85498512883,4864975.69891528,-7623.35296000019,4864980.23686,-7621.09130358667,4864980.96441898,-7621.42410349323,4864980.40565979
-7616.64107582037,4864979.35878392,-7618.22838000059,4864976.75948,-7620.97950094027,4864979.13480336,-7616.85351475443,4864977.96378323
-7633.87460000068,4864970.4821,-7634.21417999864,4864965.6177,-7635.12025991258,4864965.80770262,-7638.08954232286,4864970.25981501
-7644.96017757034,4864948.71834876,-7647.44788000062,4864943.81104,-7647.75250391708,4864942.28494714,-7645.01472402021,4864960.04383718
-7646.18050000072,4864933.0259,-7645.14321999923,4864928.4206,-7644.38063079386,4864926.05896973,-7641.40403943382,4864922.87266669
-7646.28556662826,4864926.00290644,-7645.48961999938,4864930.15642,-7646.93679137299,4864927.55011232,-7646.93769912571,4864924.6641103
-7653.34330144525,4864920.96325149,-7646.34846057743,4864921.5071206,-7649.60941250741,4864926.62366206,-7642.40713535148,4864928.5174942
-7653.57921978039,4864920.20018422,-7644.37004028783,4864922.9205903,-7642.58566067123,4864919.39746394,-7638.01271902267,4864923.05638376
-7635.22179999948,4864983.9177,-7630.02829999998,4864982.36296,-7628.56028778999,4864983.0338974,-7630.69684358375,4864981.79191895
-7634.72619494539,4864986.13599949,-7633.5896800004,4864983.28262,-7634.37970702738,4864987.92431686,-7637.52656354772,4864981.4600252
-7632.37887962689,4864988.06522986,-7634.47374000102,4864985.2263,-7633.73068312378,4864984.56363473,-7635.91166785177,4864981.6116147
-7632.41680527046,4864988.14721207,-7627.02334000022,4864982.24402,-7626.29058954367,4864981.74847591,-7620.96619932149,4864980.0592168
-7637.42379999906,4864991.5989,-7637.74868000075,4864995.51102,-7631.40113643718,4864990.70460128,-7626.26631398619,4864990.51364162
-7637.92280000076,4864993.3408,-7638.04680000022,4864996.5516,-7635.5179446779,4864995.60182359,-7632.11720297786,4864997.21002014
-7639.59899999946,4864999.1878,-7639.41268000081,4865003.2317,-7637.74144408349,4864999.60759119,-7644.87273299992,4864995.95410679
-7639.47659722773,4865001.20051871,-7640.88378000036,4865009.32174,-7640.65857889197,4865007.30082749,-7641.59957320331,4865004.15869886
-7639.64924147666,4865007.29426405,-7640.37390000075,4865006.58534,-7640.67978963341,4865009.29169746,-7639.08633122783,4865007.15548865
-7640.92504870708,4865006.79804123,-7641.27360000089,4865008.76604,-7639.12639389672,4865003.40582306,-7640.23849740348,4865002.28761479
-7639.16157609641,4864914.57565277,-7638.89130000025,4864909.24172,-7639.18173876299,4864910.5354465,-7638.30865771766,4864904.22311059
-7641.34508182549,4865008.71753647,-7641.82493999973,4865013.56274,-7640.903240148,4865010.40713358,-7640.03510216932,4865007.30860206
-7638.57466337893,4864906.72651549,-7637.40278000012,4864905.0143,-7637.514653309,4864904.55898254,-7636.3435606989,4864904.78720574
-7640.57130648855,4865009.16298701,-7639.82226000056,4865004.66052,-7640.36713710001,4865007.75982658,-7641.45590317894,4865007.62141439
-7636.88221927667,4864899.15906349,-7636.19139999971,4864897.91448,-7636.9979702511,4864903.85915833,-7636.3435606989,4864912.73462927
-7642.24656108151,4865014.26575393,-7641.64116000012,4865011.96384,-7637.88823891748,4865007.19730376,-7633.74612255892,4865003.82426725
-7646.69990000129,4864925.0411,-7643.60353999883,4864925.80566,-7646.65155166974,4864926.84909867,-7638.45097367917,4864929.35266088
-7641.68039999902,4865016.8579,-7640.5953200005,4865007.3574,-7637.32351062346,4865002.31210424,-7637.68197530881,4865001.74810412
-7642.22313555101,4865015.53803664,-7640.77677999958,4865008.9479,-7641.08511232723,4865011.27297367,-7640.40381516661,4865007.59395073
-7638.93947694178,4864952.24733173,-7646.73510000035,4864945.017,-7643.31566586009,4864951.03277744,-7644.0114179415,4864961.3397904
-7637.70483357085,4864955.73177154,-7637.25699999928,4864949.8143,-7637.11276129733,4864954.55039219,-7636.84390670319,4864959.92288848
-7633.54917987814,4864964.76870875,-7636.20569999889,4864967.3302,-7631.75406777505,4864971.19251269,-7637.729701198,4864968.4976226
-7640.31144951824,4864957.97150049,-7638.11807999909,4864952.74884,-7636.88652982339,4864955.62278108,-7639.12526886633,4864962.89091124
-7634.91499007346,4864973.19002133,-7624.21811999902,4864973.25398,-7632.19830422499,4864974.47178933,-7639.43933517616,4864959.31667014
-7632.25869999826,4864981.1231,-7623.77160000056,4864979.42378,-7624.78302754685,4864983.4015998,-7628.02442806459,4864982.7927688
-7618.71421039816,4864971.3326379,-7628.10069999918,4864981.68782,-7630.88062561064,4864981.32661683,-7632.82030582325,4864980.43143445
-7656.91620950242,4864937.62763416,-7654.15735999942,4864935.17256,-7656.82833614392,4864935.04193381,-7659.10528872276,4864934.22416724
-7665.65401487475,4864936.72643714,-7662.69893999994,4864936.52976,-7665.49903770437,4864935.92040771,-7668.68242826124,4864935.02497401
-7674.2643398279,4864934.19522275,-7678.17144000009,4864932.93638,-7677.94980233925,4864933.03426267,-7683.07182855133,4864929.71528541
-7681.73091456826,4864931.85113189,-7683.59003999978,4864930.75042,-7681.87321542601,4864931.63763776,-7684.12817922561,4864930.35038943
-7689.28420000151,4864928.0484,-7684.6455599986,4864931.39706,-7685.00648321913,4864930.25382585,-7686.92047023881,4864929.16337019
-7691.10920000076,4864927.5252,-7689.84189999923,4864928.6419,-7682.50840586264,4864930.74480559,-7672.39205155848,4864930.05038129
-7682.07559027651,4864931.22438543,-7683.59654000029,4864930.74864,-7681.83703724282,4864931.5332902,-7682.26189295782,4864928.69360377
-7644.71326286231,4864929.17910975,-7642.54034285567,4864924.85302857,-7653.44788778046,4864924.87875984,-7662.11862440123,4864921.13800057
-7646.73350000009,4864925.0598,-7643.79221999869,4864929.2204,-7647.59206851095,4864927.85513293,-7648.45907852374,4864927.02643065
-7618.08735494098,4864970.03305794,-7602.26711999923,4864981.48814,-7628.12413745947,4864983.30108544,-7629.49032474215,4864968.50089877
-7641.74172147363,4864920.04827147,-7639.47992000132,4864913.21052,-7640.02964683007,4864913.57780258,-7641.28245571158,4864912.17288695
-7640.01652132002,4864913.7152537,-7637.02544,4864901.78224,-7637.40007450217,4864905.71913661,-7636.57039069781,4864906.81867536
-7637.55744279934,4864905.20627089,-7636.92688000053,4864901.43836,-7636.83477673351,4864900.84051742,-7637.17930213344,4864901.73425507
-7636.03333375106,4864898.45175669,-7636.92170000002,4864901.42034,-7636.99063268176,4864903.01960115,-7637.32085812988,4864909.65110965
-7645.55909999833,4864949.4074,-7643.13899999857,4864947.852,-7643.15385389712,4864952.34490722,-7642.32469780255,4864958.19980966
-7634.54482007356,4864965.7527715,-7630.23533999995,4864974.28104,-7633.07744688829,4864975.78960341,-7638.76292039219,4864975.01450751
-7633.89460000023,4864970.446,-7634.93340000137,4864966.14248,-7634.26437081836,4864969.36526298,-7641.25680269875,4864971.80025524
-7633.80223865017,4864984.07082246,-7627.72484000102,4864977.91844,-7631.51313777235,4864980.11743502,-7636.01221119507,4864981.54684122
-7632.52853256873,4864987.43473785,-7621.71500000134,4864978.22356,-7630.40100751749,4864980.18594142,-7632.35477338832,4864981.56549442
-7636.40018162799,4864992.67763199,-7637.23426000029,4864995.63214,-7636.37321251179,4864994.65776631,-7639.54634070428,4864988.22665396
-7638.91555082314,4865000.86937801,-7638.7456400007,4865000.90514,-7639.54378236423,4865004.13312622,-7642.34032045413,4865010.01801718
-7641.72529999912,4865006.6058,-7640.0562199995,4865007.39262,-7640.20308669345,4865008.23119154,-7643.58207364641,4865000.21770025
-7616.09959999844,4864980.4364,-7629.58463999927,4864981.95552,-7629.03400911157,4864981.24552878,-7630.81240062414,4864979.14176697
-7610.89979999885,4864976.9343,-7606.73005999923,4864979.1995,-7603.5390511775,4864982.70003708,-7604.35554949744,4864985.01891704
-7642.31457045009,4865014.35609954,-7640.62153999955,4865008.40694,-7640.00484264913,4864997.23720553,-7642.10116141037,4864986.16676048
-7609.02120000124,4864977.473,-7600.78317999914,4864981.22044,-7601.81199528969,4864981.83123496,-7609.93883779786,4864979.57824892
-7602.67741797987,4864981.04718088,-7597.41911999956,4864982.1846,-7597.34789699642,4864982.8093336,-7601.80353260875,4864977.8021091
-7603.09437991335,4864981.10680178,-7601.51118000001,4864980.6953,-7598.42662875985,4864982.25700994,-7602.01866910668,4864979.99186493
-7595.97399999946,4864981.2125,-7590.09853999913,4864984.9157,-7595.39674211345,4864983.32401659,-7601.36482054082,4864973.90670256
-7618.09711275516,4864976.56428246,-7617.3653200008,4864978.05808,-7626.38556281561,4864980.39539445,-7628.44454944463,4864979.41569938
-7594.52429311369,4864983.70255453,-7592.95905999988,4864983.46294,-7595.50623718028,4864982.88980272,-7601.36482054082,4864976.32148401
-7594.03489999846,4864981.7684,-7592.56704000011,4864983.57532,-7595.68414359008,4864981.9096369,-7602.868049076,4864973.09400205
-7592.16400306983,4864978.94446059,-7590.09853999913,4864984.9157,-7597.21290545159,4864981.73648556,-7602.868049076,4864973.09400205
-7610.51213638386,4864978.58944959,-7608.09927999973,4864978.4906,-7608.63329306322,4864978.55109437,-7605.2374216856,4864978.57586402
-7602.78702383615,4864980.84854108,-7602.01757999957,4864981.1829,-7599.23296365653,4864981.88905807,-7597.65280158411,4864980.65914742
-7595.53920064076,4864982.7153957,-7595.7003399998,4864982.99362,-7597.32771403332,4864982.48667631,-7600.62284769327,4864983.21730941
-7588.03157166602,4864985.51979202,-7589.80529999882,4864985.31614,-7590.25054411915,4864985.24744816,-7580.40905185662,4864983.71711889
-7616.09959999844,4864980.4363,-7621.69110000134,4864978.39496,-7629.59062361792,4864981.08662493,-7633.07620711594,4864979.18458845
-7642.66259999946,4864928.1209,-7644.62635999918,4864927.07332,-7648.53894915261,4864929.96605189,-7649.30048504393,4864925.68304178
-7644.36514611238,4864929.74060647,-7647.13401999921,4864930.15794,-7645.52546807214,4864928.81749392,-7642.15223682417,4864928.54978476
-7649.33920000121,4864936.5404,-7650.16560000181,4864937.0569,-7648.0472476237,4864941.89209931,-7644.42118967452,4864941.06859224
-7644.74650963789,4864948.35035318,-7638.79169999882,4864953.32438,-7635.62164489296,4864966.9250957,-7635.78384335348,4864961.16292805
-7633.34757969684,4864984.85731575,-7626.47067999989,4864980.74908,-7627.94711427016,4864981.2606704,-7631.05473704675,4864975.41069467
-7634.10611749949,4864983.98104736,-7633.5896800004,4864983.28262,-7632.18498516339,4864982.46386687,-7633.46066550572,4864980.09497764
-7637.42379999906,4864991.5989,-7634.12987999991,4864985.16724,-7631.91412674384,4864988.6821802,-7626.21159279917,4864985.69809293
-7636.39813145096,4864898.56127707,-7637.59264664277,4864908.3948819,-7637.73516064842,4864907.55074104,-7634.83578839846,4864913.7638053
-7637.63500148025,4864904.55095181,-7637.65307999998,4864904.92988,-7638.92336295636,4864912.76145568,-7636.68800293018,4864906.36011697
-7638.63771656823,4864906.6674506,-7637.35850000009,4864902.94428,-7637.5398928555,4864904.15305587,-7638.69755554912,4864907.47184753
-7653.34330144525,4864920.96325149,-7649.07892086655,4864922.71721089,-7655.13498525247,4864928.65404285,-7651.74676356816,4864931.51912247
-7652.1528652179,4864925.90626959,-7643.92669999898,4864926.93304,-7648.07514891601,4864927.37552553,-7644.38316505568,4864927.57738624
-7644.27850836605,4864929.12712002,-7649.65232000053,4864928.90922,-7650.3972143727,4864931.47468124,-7652.54137856556,4864929.17745993
-7645.02567237488,4864929.80102579,-7645.24693999961,4864929.31002,-7650.14694588526,4864930.28334128,-7644.51438201336,4864932.07294315
-7646.57608967589,4864931.61135403,-7646.11590028853,4864923.4987303,-7653.349435164,4864928.78956632,-7650.71406141524,4864931.47056126
-7660.04540000111,4864939.4127,-7649.50948028863,4864928.7456703,-7650.38536196521,4864931.16259378,-7648.63446709132,4864932.71344463
-7661.86320000142,4864938.8919,-7664.71200000048,4864936.6296,-7666.55073501882,4864933.69348906,-7667.80096411145,4864933.31863507
-7666.24808553979,4864936.28686844,-7671.3181599997,4864934.9007,-7670.7888605194,4864934.9640454,-7672.13704068793,4864939.60052201
-7673.91343881223,4864933.75290291,-7678.33975999951,4864932.8881,-7678.82368870273,4864932.51958497,-7677.81825867264,4864937.16431663
-7676.65703884553,4864933.44839218,-7682.98287999928,4864931.24088,-7682.84894494919,4864931.23116863,-7685.33901263586,4864929.64110842
-7676.7536999993,4864934.6235,-7680.70511999875,4864932.21006,-7679.14102079929,4864932.28367226,-7684.69312472167,4864931.57182507
-7676.7536999993,4864934.6235,-7679.0082799986,4864932.69642,-7680.41443898575,4864932.52271144,-7685.74381053332,4864935.33456546
-7676.61748795836,4864933.59586131,-7678.66047999859,4864932.79614,-7681.18068072593,4864931.75972357,-7687.99953984792,4864930.72597863
-7683.79114092282,4864930.40131101,-7681.49379999936,4864931.35122,-7682.74731463931,4864932.34913843,-7681.92614760023,4864936.10385902
-7644.01243109285,4864947.1886584,-7643.10764000044,4864947.824,-7643.95542860722,4864946.53328961,-7638.5133215962,4864956.22850893
-7632.83449999988,4864964.8305,-7634.21417999864,4864965.6177,-7634.06572843008,4864963.75017484,-7631.0673907748,4864964.79867047
-7633.87460000068,4864970.4821,-7631.21814000011,4864971.84466,-7630.51166511667,4864970.21642962,-7629.81363811358,4864971.65399574
