"LONGITUDE","LATITUDE","IDLongKNN","IDLatiKNN","IDLongRanger","IDLatiRanger","IDLongGbm","IDLatiGbm"
-7526.79075654755,4864929.91002235,-7527.52460267028,4864940.71975268,-7531.41031134606,4864937.03093478,-7595.87453306853,4865047.82740725
-7540.46767945348,4864920.0486662,-7532.2429999277,4864924.46387342,-7534.89319790839,4864930.54031955,-7600.10300213703,4865032.08101259
-7537.02489977033,4864918.27673816,-7534.67286687938,4864923.28986422,-7535.6372828157,4864930.56151947,-7595.84425999933,4865025.47313363
-7537.57847247941,4864895.74014905,-7542.65710311532,4864914.47061913,-7571.88068480192,4864932.78823017,-7701.6390847298,4865004.74304641
-7437.60530766964,4864862.85029384,-7430.69154160848,4864871.66236309,-7439.27488790241,4864888.75667883,-7333.518800535,4864872.31516486
-7424.59108070695,4864875.21121817,-7424.46246820539,4864885.98030213,-7426.57671470075,4864894.19888209,-7326.07247751797,4864889.37950942
-7423.65697391343,4864876.02160381,-7424.46246820539,4864885.98030213,-7427.3789502155,4864897.05379712,-7334.03052172084,4864891.74081315
-7420.12158080872,4864894.49240187,-7421.70153873676,4864894.96414926,-7421.70032925076,4864894.95149686,-7428.07262532897,4864887.21759313
-7435.38833459042,4864861.66776533,-7430.89533330947,4864883.29646197,-7429.04225724594,4864882.66127451,-7350.89792058112,4864844.60310843
-7424.09317684724,4864875.73329851,-7426.88693694597,4864888.09821607,-7428.71068903738,4864882.49665479,-7395.47726064686,4864879.79161524
-7473.79119891983,4864866.4820823,-7471.24324320115,4864863.94405356,-7476.62851851288,4864863.70477603,-7484.62924953405,4864875.16703897
-7536.82031092228,4864918.30350243,-7526.07803200006,4864937.68996,-7532.31949232885,4864934.60301166,-7542.58320789161,4864970.08228467
-7570.06979421266,4864891.2786788,-7556.62825293895,4864885.74266909,-7557.88543913777,4864880.11007788,-7625.97071872262,4864877.73510532
-7570.55529300541,4864891.58683523,-7557.1607826612,4864885.34361813,-7571.88068480192,4864876.49072238,-7647.36541203852,4864875.66981336
-7569.47773984335,4864895.84285467,-7557.1607826612,4864885.34361813,-7571.88068480192,4864876.49072238,-7647.36541203852,4864875.66981336
-7563.28836523045,4864889.14259671,-7557.1607826612,4864885.34361813,-7557.88543913777,4864880.11007788,-7647.36541203852,4864875.66981336
-7560.37640000135,4864888.26210001,-7557.1607826612,4864885.34361813,-7571.88068480192,4864876.82394218,-7746.13797671365,4864875.66981336
-7559.47587581488,4864887.5325837,-7557.1607826612,4864885.34361813,-7571.88068480192,4864876.82394218,-7693.35606695295,4864875.66981336
-7559.58899359706,4864887.43023426,-7556.62825293895,4864885.74266909,-7555.82347221676,4864886.2773491,-7620.75082750239,4864880.01451082
-7562.74598828317,4864889.69580968,-7557.1607826612,4864885.34361813,-7555.82347221676,4864886.73576459,-7684.30218242628,4864877.94921885
-7541.98290000111,4864921.10899998,-7536.16626111149,4864927.02003889,-7534.34016022089,4864927.78579404,-7570.37566964509,4865009.93475117
-7559.75518112935,4864887.71216838,-7557.1607826612,4864885.34361813,-7571.88068480192,4864876.82394218,-7693.35606695295,4864875.66981336
-7562.71709999815,4864865.95770001,-7566.4103636276,4864869.12158971,-7571.67421873246,4864876.40388254,-7720.7503767895,4864875.66981336
-7495.66469017713,4864879.53904786,-7502.84679999948,4864860.1862,-7514.54555907196,4864859.33253604,-7500.48646161061,4864851.282464
-7538.56799518442,4864919.08580509,-7534.61180452065,4864922.93379532,-7534.89319790839,4864930.54031955,-7600.10300213703,4865032.08101259
-7554.89745110453,4864884.97577409,-7556.62825293895,4864885.74266909,-7555.81179952177,4864886.74654287,-7609.50387485464,4864880.01451082
-7530.81823687622,4864934.09008304,-7527.54203570193,4864941.04855117,-7534.8731077025,4864932.78823017,-7581.83639153482,4865042.79466917
-7568.73713806486,4864876.09172509,-7566.61462816868,4864869.12599632,-7571.93856167484,4864877.62919569,-7695.10586760127,4864875.66981336
-7571.11236593423,4864871.85926109,-7566.4103636276,4864869.12158971,-7571.93856167484,4864877.62919569,-7695.10586760127,4864875.66981336
-7522.9741666865,4864947.54872279,-7527.54203570193,4864941.04855117,-7534.8731077025,4864932.78823017,-7581.83639153482,4865042.79466917
-7521.96922153996,4864949.18407008,-7527.54203570193,4864941.04855117,-7535.88234242166,4864930.56151947,-7572.33615342396,4865021.41615444
-7422.6833697641,4864877.16012952,-7426.12718497664,4864898.75069574,-7427.58451321983,4864896.99414543,-7334.23380763334,4864883.5595029
-7559.66945974418,4864870.79565143,-7566.4103636276,4864869.12158971,-7571.93856167484,4864877.62919569,-7695.10586760127,4864875.66981336
-7418.11514654563,4864893.5820186,-7421.70153873676,4864894.96414926,-7421.70032925076,4864894.95149686,-7428.07262532897,4864887.21759313
-7528.23176473564,4864900.95922117,-7534.28272087057,4864921.6278216,-7550.11109116055,4864921.88287339,-7613.79527407445,4864954.9279091
-7516.7214044467,4864894.16399546,-7484.39830053805,4864891.8432531,-7485.81413903166,4864891.64658508,-7490.90390488537,4864882.85704898
-7497.02670160218,4864889.88372555,-7484.43088111366,4864892.56512367,-7489.09483954885,4864891.90465281,-7490.90390488537,4864884.1940636
-7496.28180468907,4864882.90326755,-7501.86873333487,4864863.99245556,-7513.97126691214,4864864.98989923,-7500.48646161061,4864867.41483228
-7499.06323216894,4864872.21749579,-7501.86873333487,4864863.99245556,-7512.94632878308,4864844.85488795,-7500.48646161061,4864848.43992584
-7478.17927450551,4864891.12462513,-7484.39830053805,4864891.8432531,-7513.08629366992,4864882.13256267,-7500.48646161061,4864869.44047801
-7503.83568147845,4864863.17472963,-7502.84679999948,4864860.1862,-7512.94632878308,4864844.85488795,-7500.48646161061,4864848.43992584
-7488.92154064992,4864876.8723379,-7483.87948623313,4864890.86187978,-7507.57271690041,4864879.6907832,-7491.96760734292,4864857.26795087
-7505.87757899667,4864858.42883813,-7502.84679999948,4864860.1862,-7512.94632878308,4864844.85488795,-7500.48646161061,4864848.43992584
-7458.72659999877,4864832.1627,-7457.45241818238,4864828.145,-7456.71716485981,4864815.03528036,-7451.05447493193,4864633.08175804
-7501.27600304133,4864866.91101956,-7501.86873333487,4864863.99245556,-7505.25829494368,4864857.05264099,-7490.90390488537,4864861.85649681
-7470.42540000007,4864814.6952,-7463.51206486481,4864814.91838378,-7454.77291252668,4864820.69834914,-7432.85239132493,4864614.43607671
-7509.80545455965,4864852.23113523,-7502.84679999948,4864860.1862,-7505.25829494368,4864857.05264099,-7490.90390488537,4864861.85649681
-7460.28649434582,4864810.61321927,-7463.51206486481,4864814.91838378,-7451.66855511157,4864815.29334592,-7420.9151559014,4864611.41386234
-7458.34679777797,4864813.8675462,-7463.51206486481,4864814.91838378,-7451.66855511157,4864815.29334592,-7431.4047720962,4864639.14254888
-7514.57236937302,4864843.12704032,-7502.84679999948,4864860.1862,-7493.04706335183,4864815.63804992,-7478.91640611317,4864800.09552247
-7503.81544467312,4864888.47590187,-7488.25524904166,4864884.32607389,-7519.53800102564,4864937.75599755,-7507.0497717296,4864935.8273113
-7453.81238022007,4864828.58242426,-7457.45241818238,4864828.145,-7455.19197355925,4864815.03528036,-7417.89751985816,4864643.88186777
-7476.42156946556,4864890.99663951,-7484.39830053805,4864891.8432531,-7485.81413903166,4864891.64658508,-7490.90390488537,4864882.85704898
-7533.43210000172,4864940.184,-7527.52460267028,4864940.71975268,-7531.41031134606,4864937.03093478,-7608.2054432699,4865063.14123652
-7476.28334117266,4864890.01042686,-7484.39830053805,4864891.8432531,-7485.81413903166,4864891.64658508,-7490.90390488537,4864882.85704898
-7438.84016478748,4864863.64497531,-7430.15111841137,4864867.38608155,-7429.45826748464,4864867.77451629,-7358.37721326369,4864871.83320057
-7523.77901292883,4864933.75775458,-7533.73222880513,4864928.46890319,-7531.41031134606,4864937.03093478,-7608.2054432699,4865063.14123652
-7470.71211429651,4864869.17915471,-7483.87948623313,4864890.86187978,-7485.21454259481,4864838.31644767,-7477.23898171945,4864859.90299222
-7459.33246545053,4864860.90692543,-7456.52724781974,4864846.35413088,-7432.12199801457,4864823.99511992,-7328.25695539825,4864654.70273736
-7437.55675779817,4864863.47804029,-7434.67087548231,4864867.97267115,-7429.80846136975,4864888.56284619,-7351.39617953698,4864872.31516486
-7525.57069157763,4864957.80791549,-7527.5860206998,4864958.93757588,-7531.76892200771,4864937.6777658,-7576.93804090402,4865040.42785822
-7434.20406574539,4864878.15864296,-7425.9582133092,4864882.74050197,-7428.46992140448,4864890.05242468,-7321.07100063816,4864838.7315724
-7424.90538346306,4864875.3666826,-7421.70153873676,4864894.96414926,-7428.86993054368,4864889.70944579,-7324.51331948621,4864874.67646859
-7433.1059750414,4864881.30812171,-7430.15111841137,4864867.38608155,-7428.98001764354,4864868.21091366,-7350.0091549131,4864871.83320057
-7422.81337103459,4864889.31034383,-7422.79068483981,4864880.62938936,-7428.54915186103,4864889.19825319,-7322.83613438171,4864879.03628288
-7419.8682793362,4864894.36654124,-7421.70153873676,4864894.96414926,-7421.70032925076,4864894.95149686,-7428.07262532897,4864887.21759313
-7562.07136316425,4864866.13883356,-7566.4103636276,4864869.12158971,-7570.41201258905,4864937.65641056,-7663.58746985408,4864914.28055041
-7434.27657728937,4864868.21566241,-7434.66421227492,4864868.06213645,-7428.80821486999,4864892.23975297,-7381.46665543442,4864880.49647511
-7568.74270714577,4864876.67910122,-7566.61462816868,4864869.12599632,-7571.93856167484,4864877.97148625,-7693.44488586366,4864875.66981336
-7432.02851100418,4864873.58407945,-7421.70153873676,4864894.96414926,-7422.43069259703,4864892.23975297,-7329.83486438021,4864880.49647511
-7535.76300000027,4864917.7352,-7532.2429999277,4864924.46387342,-7534.11621835192,4864932.76703024,-7609.60324024788,4865051.1846318
-7456.64950000122,4864823.1814,-7453.35539674163,4864820.07866927,-7448.33200898735,4864821.37084971,-7385.33026711293,4864613.27355379
-7456.06503337203,4864830.27408381,-7457.45241818238,4864828.145,-7454.44732352417,4864815.03528036,-7427.06551494455,4864691.00561701
-7524.34123983997,4864933.40124106,-7532.2429999277,4864924.46387342,-7529.34126634256,4864938.31003097,-7626.53911939736,4865078.75863368
-7535.76300000027,4864917.7352,-7532.2429999277,4864924.46387342,-7537.79269796339,4864930.54031955,-7631.92584466011,4865032.08101259
-7461.28415675168,4864820.92417907,-7457.45241818238,4864828.145,-7454.88876226857,4864815.27971851,-7448.77164011247,4864641.33768864
-7540.20636900866,4864920.13777408,-7534.61180452065,4864922.93379532,-7531.87901232975,4864938.31003097,-7696.02935317353,4865053.74996736
-7554.78196819643,4864885.2475042,-7556.63846666614,4864886.08263333,-7555.81179952177,4864886.74654287,-7609.50387485464,4864880.01451082
-7459.93945555129,4864811.98101602,-7463.51206486481,4864814.91838378,-7459.24401813323,4864815.27971851,-7465.83745688852,4864733.37443693
-7458.84409999847,4864852.5069,-7458.25454444355,4864852.34754444,-7417.44082678563,4864836.9593121,-7320.6253666645,4864700.0618819
-7522.85960860366,4864951.38073721,-7529.45027257353,4864938.48320234,-7528.37504589246,4864940.60289728,-7646.49232862634,4865115.51758056
-7459.73507910675,4864824.28287146,-7464.57497259788,4864826.45369148,-7448.00593001197,4864823.2370369,-7378.67205651596,4864607.91150776
-7469.03278788601,4864817.95675932,-7463.51206486481,4864814.91838378,-7462.96362553394,4864815.27971851,-7465.83745688852,4864743.90408083
-7523.82014786624,4864933.54700628,-7527.52460267028,4864940.71975268,-7528.39579260233,4864937.03093478,-7633.94494326132,4865087.03684777
-7456.38929338787,4864829.62640144,-7457.45241818238,4864828.145,-7454.14086749863,4864815.03528036,-7423.6162574426,4864669.89117172
-7537.11086158909,4864917.99325567,-7534.61180452065,4864922.93379532,-7534.89510226084,4864930.54031955,-7589.81374589468,4865018.96001616
-7535.20951540396,4864948.0904118,-7529.45027257353,4864938.48320234,-7571.88068480192,4864937.65656588,-7795.58896340044,4865073.99996793
-7506.96953939477,4864864.14937869,-7502.84679999948,4864860.1862,-7506.5113356808,4864846.62126699,-7494.5151047674,4864853.39704138
-7555.68347849491,4864886.09975558,-7557.1607826612,4864885.34361813,-7571.65754349201,4864876.49072238,-7693.68137016298,4864875.66981336
-7507.29146111401,4864851.37090193,-7502.84679999948,4864860.1862,-7505.25829494368,4864857.05264099,-7490.90390488537,4864861.85649681
-7512.59364791131,4864841.58790272,-7502.84679999948,4864860.1862,-7493.04706335183,4864815.63804992,-7478.91640611317,4864800.09552247
-7533.88203687031,4864939.37790184,-7527.54203570193,4864941.04855117,-7535.88234242166,4864930.56151947,-7563.55659407593,4865003.32139697
-7571.61829999834,4864870.9018,-7566.4103636276,4864869.12158971,-7571.93856167484,4864877.62919569,-7695.10586760127,4864875.66981336
-7503.49280241843,4864884.68283767,-7510.15225999952,4864890.98698,-7517.46001329004,4864892.31880491,-7519.53938432414,4864883.98275433
-7458.87629528005,4864824.62211031,-7463.09476603121,4864830.73743953,-7448.33200898735,4864821.39179397,-7381.23541365763,4864586.37492252
-7500.99669314214,4864863.13007043,-7505.06753102717,4864863.77151205,-7514.35100185112,4864874.2779973,-7500.48646161061,4864868.75184691
-7537.85266986421,4864918.35909147,-7534.86275965361,4864916.07646041,-7530.879994883,4864935.36886893,-7589.14206391637,4865017.09124273
-7506.83438298109,4864851.06706626,-7505.14160225427,4864863.64700353,-7514.60537295914,4864861.49933254,-7500.48646161061,4864851.282464
-7517.58579999954,4864844.91470001,-7514.48845566437,4864851.63477397,-7563.9429118122,4864812.70970033,-7559.54622075796,4864802.91162503
-7525.17944551176,4864934.43877736,-7529.90996000096,4864933.40774,-7530.102248831,4864936.60988342,-7582.5577853295,4864993.20400984
-7498.69736354088,4864868.41674979,-7502.84679999948,4864860.1862,-7512.94632878308,4864844.85488795,-7500.48646161061,4864848.43992584
-7455.72583416971,4864830.19826054,-7450.54404430464,4864831.10574234,-7448.00593001197,4864823.23969354,-7381.22984906256,4864618.08025359
-7505.61595271802,4864864.53729692,-7505.06753102717,4864863.77151205,-7563.9429118122,4864812.70970033,-7559.54622075796,4864817.33485392
-7506.84435000084,4864864.37474996,-7502.84679999948,4864860.1862,-7512.94632878308,4864844.85488795,-7500.48646161061,4864848.43992584
-7524.70949999988,4864952.5653,-7526.41426391438,4864944.08320829,-7530.86424331982,4864935.36886893,-7568.08061423097,4864990.63139316
-7536.45222842588,4864918.04950621,-7532.2429999277,4864924.46387342,-7534.11621835192,4864932.76703024,-7609.60324024788,4865051.1846318
-7436.55759841792,4864863.33191387,-7425.9582133092,4864882.74050197,-7428.71068903738,4864882.43293676,-7375.23571870372,4864855.93769683
-7516.16625316539,4864844.08977152,-7502.84679999948,4864860.1862,-7505.25829494368,4864857.05264099,-7490.90390488537,4864861.85649681
-7553.96000000089,4864884.5715,-7557.1607826612,4864885.34361813,-7572.51867555086,4864877.22204069,-7684.30218242628,4864877.94921885
-7524.10880000144,4864935.0056,-7527.52460267028,4864940.71975268,-7531.41031134606,4864937.03093478,-7595.87453306853,4865047.82740725
-7533.65762114613,4864939.06690073,-7527.52460267028,4864940.71975268,-7531.41031134606,4864937.03093478,-7595.87453306853,4865047.82740725
-7567.17480891356,4864868.92612382,-7566.4103636276,4864869.12158971,-7571.88068480192,4864876.40388254,-7667.19347200333,4864875.66981336
-7557.68131882798,4864917.69200913,-7534.24970357803,4864922.69999472,-7555.06434570917,4864937.08655919,-7695.28095927513,4865000.37463476
-7536.73166805459,4864934.23035093,-7527.52460267028,4864940.71975268,-7531.2667020919,4864937.03093478,-7636.82837563971,4865091.87963011
-7562.62688746131,4864867.4305765,-7566.4103636276,4864869.12158971,-7571.93856167484,4864877.62919569,-7695.10586760127,4864875.66981336
-7425.03478738948,4864874.85397562,-7426.88693694597,4864888.09821607,-7428.71068903738,4864882.49665479,-7395.47726064686,4864879.79161524
-7559.65956888308,4864871.90041333,-7566.4103636276,4864869.12158971,-7571.93856167484,4864877.62919569,-7695.10586760127,4864875.66981336
-7506.07325618262,4864862.41944312,-7505.14160225427,4864863.64700353,-7514.54555907196,4864859.33253604,-7500.48646161061,4864851.282464
-7512.53907922994,4864841.78358635,-7512.49941566438,4864855.22619397,-7558.85886435214,4864815.54553855,-7552.13337764349,4864770.24286993
-7420.4263345737,4864893.48468785,-7427.62759442441,4864886.83393497,-7428.46992140448,4864890.21072358,-7338.88994313498,4864874.05837776
-7551.1173358295,4864897.77481421,-7556.17345064003,4864887.17172112,-7571.65754349201,4864935.89308523,-7748.54463976713,4865091.77266182
-7501.74508250065,4864863.86690447,-7505.02365491552,4864863.91706673,-7563.9429118122,4864812.70970033,-7559.54622075796,4864819.36049965
-7504.39731641984,4864886.16043367,-7484.43088111366,4864892.56512367,-7489.09483954885,4864891.90465281,-7490.90390488537,4864884.1940636
-7502.17042444547,4864884.73343455,-7484.57444048412,4864892.48627446,-7509.96744441188,4864889.07725373,-7494.5151047674,4864875.73460818
-7555.5576791444,4864902.01768344,-7534.3025407114,4864921.87376714,-7559.40245016275,4864936.91868413,-7819.58910126244,4865033.35423975
-7545.86360472273,4864896.62772168,-7555.902594118,4864885.67483529,-7571.88068480192,4864933.2224462,-7765.52816211716,4864960.40649051
-7535.76300000027,4864917.7352,-7532.2429999277,4864924.46387342,-7534.89319790839,4864930.54031955,-7600.10300213703,4865032.08101259
-7434.58928536728,4864862.49666555,-7430.15111841137,4864867.38608155,-7429.45826748464,4864830.63573496,-7328.12660461549,4864792.72272182
-7499.37757407321,4864867.72338258,-7501.86873333487,4864863.99245556,-7501.78145761125,4864862.49562873,-7490.90390488537,4864880.01451082
-7498.34264409643,4864882.48498462,-7483.87948623313,4864890.86187978,-7486.52916967172,4864871.87268795,-7486.7453866523,4864879.56492788
-7541.5332390974,4864914.66770929,-7530.99489010917,4864927.17529465,-7551.21750520135,4864930.54031955,-7770.59356621287,4865032.08101259
-7534.86864576963,4864939.48565194,-7527.52460267028,4864940.71975268,-7531.41031134606,4864937.03093478,-7581.31222945111,4865004.71277245
-7484.80924178599,4864901.95983156,-7502.84679999948,4864860.1862,-7506.54850357753,4864858.99470628,-7494.5151047674,4864856.23957954
-7432.68443307742,4864882.77009048,-7431.57170209363,4864865.32147786,-7429.50436027805,4864835.4067511,-7257.52355567654,4864764.27110911
-7510.76613690399,4864853.12478909,-7501.86873333487,4864863.99245556,-7501.78145761125,4864862.49562873,-7490.90390488537,4864880.01451082
-7530.67628715945,4864933.70159981,-7527.54203570193,4864941.04855117,-7533.77584510463,4864937.03093478,-7667.76352107737,4865047.82740725
-7504.15349999815,4864883.87080001,-7488.6200863975,4864874.45538169,-7514.47013383852,4864890.10201114,-7500.48646161061,4864870.77749264
-7512.59142772956,4864841.90361119,-7502.84679999948,4864860.1862,-7497.25898201438,4864818.30689978,-7483.4910617709,4864829.18774171
-7417.55512883907,4864892.83210187,-7422.42647742701,4864881.24319133,-7423.78476815899,4864829.9576058,-7255.57369467701,4864767.39593499
-7515.94655759187,4864843.77654189,-7502.84679999948,4864860.1862,-7505.25829494368,4864857.05264099,-7490.90390488537,4864861.85649681
-7422.28090000153,4864878.4764,-7422.79068483981,4864880.62938936,-7428.59961927561,4864884.16003304,-7350.0091549131,4864874.6302468
-7452.56603653025,4864829.45451351,-7463.01811515167,4864815.05691212,-7425.7147449596,4864823.5054988,-7322.43857110326,4864676.6644051
-7434.35310000181,4864861.3035,-7434.38393709259,4864868.4868525,-7430.39987549706,4864865.39937304,-7371.62417074166,4864871.83320057
-7474.03800252823,4864891.96685719,-7484.39830053805,4864891.8432531,-7485.81413903166,4864891.64658508,-7490.90390488537,4864882.85704898
-7541.14106819888,4864914.20066476,-7534.21977876143,4864922.1787944,-7563.0203547944,4864941.14068921,-7739.22355434078,4864995.29160897
-7479.75560000166,4864895.5038,-7491.86553999931,4864896.43788,-7514.22318270471,4864886.96931889,-7500.48646161061,4864870.77749264
-7430.1165688428,4864861.13358562,-7434.66421227492,4864868.06213645,-7434.32345077458,4864849.83584994,-7424.05639304768,4864850.57492201
-7460.60251205102,4864810.9351958,-7463.01811515167,4864815.05691212,-7459.20988709108,4864815.27971851,-7439.36737282325,4864662.19012204
-7500.89191136453,4864864.15265522,-7502.84679999948,4864860.1862,-7512.94632878308,4864844.85488795,-7500.48646161061,4864848.43992584
-7431.71389999986,4864884.1179,-7431.61458000019,4864880.14924,-7423.02027798901,4864876.00333,-7375.35753210143,4864880.01451082
-7469.37200292407,4864815.9441304,-7463.01811515167,4864815.05691212,-7459.20988709108,4864815.27971851,-7449.20494380638,4864678.94613585
-7506.96953939477,4864864.14937869,-7502.84679999948,4864860.1862,-7505.25829494368,4864857.05264099,-7490.90390488537,4864861.85649681
-7516.98801730685,4864889.15920349,-7484.39830053805,4864891.8432531,-7504.91064983053,4864880.03960865,-7494.5151047674,4864874.39759355
-7505.95103847761,4864867.06913609,-7502.84679999948,4864860.1862,-7512.94632878308,4864844.85488795,-7500.48646161061,4864848.43992584
-7423.17619999871,4864896.1409,-7429.73713999987,4864879.05586,-7423.80407346643,4864877.08392024,-7350.80264501581,4864880.01451082
-7503.86859069427,4864866.92547348,-7504.90894498105,4864863.73600962,-7505.00614171314,4864863.78684117,-7500.48646161061,4864869.39498608
