"BUILDINGID","PredBuildingID","FLOOR","PredFloor","LONGITUDE","PredLongitude","LATITUDE","PredLatitude","DistanceError"
"0","0","0","0",-7682.45565000227,-7682.15049999878,4864932.53290055,4864931.52956,1.04871768617995
"0","0","0","0",-7676.89365321925,-7678.14515999854,4864933.95646943,4864932.98512,1.58423133805637
"0","0","0","0",-7675.64792157744,-7679.09885999858,4864933.13878118,4864932.09656,3.60488570899154
"0","0","1","1",-7644.30384668973,-7642.67464000136,4864948.7810088,4864952.15616,3.74779402552692
"0","0","0","0",-7656.99678122964,-7659.40485999882,4864937.20383579,4864934.15044,3.88871048154472
"0","0","0","0",-7662.30642141684,-7667.76617999971,4864938.2719655,4864935.8476,5.97381886742156
"0","0","0","0",-7662.44720000029,-7651.00109999925,4864933.7721,4864932.2787,11.5431126128902
"0","0","0","0",-7667.5438000001,-7668.47602000013,4864937.5546,4864936.372,1.50584756549947
"0","0","0","0",-7643.69751699935,-7645.35006000101,4864929.91511179,4864925.23238,4.96577037264189
"0","0","0","0",-7643.3229841197,-7646.99127999917,4864928.08658047,4864932.17836,5.49536662852071
"0","0","0","0",-7646.6364422181,-7644.89990000054,4864925.36349407,4864926.08618,1.88091834641842
"0","0","0","0",-7641.56309275237,-7643.5609799996,4864922.35505802,4864923.83914,2.48878540166506
"0","0","0","0",-7641.0103391874,-7640.60945999995,4864920.68700804,4864915.29586,5.40603193783521
"0","0","0","0",-7640.03067148614,-7640.60945999995,4864914.50935242,4864915.29586,0.976519491011228
"0","0","0","0",-7638.02266043988,-7639.20040000006,4864903.07802907,4864909.34862,6.38023362316015
"0","0","0","0",-7646.31449697698,-7646.24460000172,4864932.31557533,4864925.929,6.3869578074024
"0","0","0","0",-7618.41589999944,-7615.52769999951,4864974.4413,4864982.2821,8.35582694203026
"0","0","0","0",-7616.64529248978,-7619.32223999947,4864976.24902887,4864982.68952,6.97466658419385
"0","0","0","0",-7605.24830000103,-7605.13404000029,4864978.2159,4864981.23506,3.02132130886685
"0","0","0","0",-7634.49445455261,-7632.63399999887,4864983.86347884,4864983.84394,1.8605571511803
"0","0","0","0",-7632.2826035129,-7619.32223999947,4864987.96421851,4864982.68952,13.992621869388
"0","0","1","1",-7619.01281685433,-7615.57692000121,4864975.71671874,4864976.34688,3.49320632073037
"0","0","1","1",-7616.7004386454,-7614.87982000113,4864976.41989352,4864976.5468,1.82503630174849
"0","0","1","1",-7616.57226202036,-7614.08546000049,4864979.55970858,4864977.46762,3.24977213249725
"0","0","1","1",-7610.89979999885,-7609.89846000001,4864976.9343,4864978.98432,2.28150472218587
"0","0","1","1",-7609.20937015864,-7611.75812000037,4864978.21404511,4864979.14428,2.71320156002938
"0","0","1","1",-7601.69407579224,-7597.69014000073,4864980.07667125,4864982.10686,4.4892280161856
"0","0","1","1",-7589.17943744184,-7592.66162000001,4864985.27066531,4864983.86458,3.75535234948928
"0","0","1","1",-7637.92280000076,-7637.84848000035,4864993.3408,4864995.8594,2.51969629574808
"0","0","1","1",-7594.03489999846,-7593.6073800005,4864981.7684,4864982.96072,1.26664925284795
"0","0","1","1",-7593.92191744519,-7590.1027399987,4864982.04204241,4864984.9145,4.77882087693876
"0","0","1","1",-7609.02120000124,-7600.61202000007,4864977.473,4864981.26942,9.22643555795741
"0","0","1","1",-7621.81523590075,-7630.47572000101,4864976.10424105,4864982.07618,10.5198878165863
"0","0","1","1",-7689.28420000151,-7685.57125999927,4864928.0484,4864929.86602,4.13396491568645
"0","0","1","1",-7662.30661873478,-7658.26048000008,4864934.36715101,4864935.86732,4.31529207090847
"0","0","1","1",-7661.81719389679,-7654.80729999989,4864938.37254732,4864936.14628,7.354922067999
"0","0","0","0",-7637.08344395569,-7638.61307999939,4864949.56319174,4864953.14652,3.89615552126339
"0","0","0","0",-7636.89562666263,-7637.8566200003,4864905.42273969,4864905.69224,0.998067438814942
"0","0","0","0",-7592.56230000034,-7593.03141999989,4864981.852,4864983.65308,1.86117240983781
"0","0","0","0",-7636.82069644866,-7624.99228000045,4864991.64683682,4864984.41246,13.8653396507151
"0","0","0","0",-7638.19379999861,-7637.0384800002,4864993.2706,4864993.98366,1.35765196655992
"0","0","0","0",-7639.10963288269,-7639.18919999897,4864999.14264838,4865002.89082,3.74901606018154
"0","0","0","0",-7638.01890505048,-7638.49269999862,4865000.23436776,4865000.50122,0.54377547840672
"0","0","0","0",-7639.44559871065,-7640.87743999958,4865001.21506283,4865008.64408,7.56574289767879
"0","0","0","0",-7640.84258744208,-7641.00853999928,4865006.61461257,4865008.35982,1.75307992530031
"0","0","0","0",-7641.96091476219,-7641.06422000006,4865008.76983066,4865006.96166,2.01830191750254
"0","0","0","0",-7640.41686663053,-7640.74164000005,4865010.64924526,4865005.85174,4.80848567280235
"0","0","0","0",-7636.39292173685,-7637.25699999928,4864951.45692939,4864949.8143,1.85603409408579
"0","0","1","1",-7642.67322616119,-7644.26210000068,4864947.68597467,4864948.47632,1.77458891566988
"0","0","1","1",-7650.25597591234,-7649.37376000136,4864937.11905396,4864936.13188,1.32394008177227
"0","0","1","1",-7616.89191416661,-7614.12838000059,4864979.16187527,4864976.76228,3.65994242389687
"0","0","1","1",-7603.33590000123,-7606.58649999946,4864979.1024,4864978.92422,3.25547975893766
"0","0","1","1",-7603.33590000123,-7601.64296000004,4864979.1024,4864981.29034,2.76642861712813
"0","0","1","1",-7603.76030219803,-7598.93637999967,4864979.78721273,4864981.74972,5.20784601904347
"0","0","1","1",-7595.97399999946,-7589.06239999831,4864981.2125,4864985.5291,8.1488189409294
"0","0","1","1",-7594.03489999846,-7595.51666000038,4864981.7684,4864982.41346,1.61608016685935
"0","0","1","1",-7587.13533110108,-7589.70651999936,4864985.99605849,4864985.02808,2.74736140846625
"0","0","1","1",-7586.94368609796,-7587.49431999922,4864985.92201844,4864985.97862,0.553535391627447
"0","0","1","1",-7594.26554122549,-7595.95417999998,4864983.82597524,4864982.6044,2.08416577535461
"0","0","1","1",-7596.9070316277,-7599.1770800002,4864983.12509262,4864982.31352,2.41076123434565
"0","0","1","1",-7603.0212026459,-7595.99906000048,4864981.02196974,4864982.59154,7.19541785660592
"0","0","1","1",-7594.39246300444,-7590.09853999913,4864982.32877039,4864984.9157,5.01298110782768
"0","0","1","1",-7592.23493529606,-7591.52669999972,4864978.25980826,4864984.18992,5.97225438945404
"0","0","1","1",-7637.00921124037,-7637.84848000035,4864993.70611592,4864995.8594,2.3110613116205
"0","0","1","1",-7596.47407934687,-7597.38234000057,4864983.24845654,4864981.87862,1.64359044738052
"0","0","1","1",-7601.38699999824,-7597.28776000068,4864979.6612,4864981.58936,4.53007390066792
"0","0","1","1",-7634.21146584494,-7633.14601999968,4864984.24410475,4864982.87518,1.73468435756368
"0","0","1","1",-7637.42379999906,-7636.09433999955,4864991.5989,4864990.88016,1.5113077378372
"0","0","1","1",-7639.59899999946,-7639.35000000149,4864999.1878,4865001.0981,1.92645972903957
"0","0","1","1",-7639.59486995363,-7639.67610000148,4865007.10462129,4865002.2356,4.86969882466784
"0","0","1","1",-7641.13379999995,-7641.36479999945,4865014.9502,4865012.91552,2.04775088827693
"0","0","1","1",-7641.68039999902,-7641.93425999955,4865016.8579,4865013.94428,2.92465833952424
"0","0","1","1",-7641.80549602936,-7640.76894000024,4865014.3586912,4865008.92086,5.53574354158931
"0","0","1","1",-7641.23338191367,-7639.93710000068,4865008.5548903,4865005.0614,3.72623419488407
"0","0","1","1",-7640.09479999915,-7638.91560000107,4865000.9183,4864999.5826,1.78174272193809
"0","0","1","1",-7637.02140958562,-7635.79820000157,4864993.48622219,4864988.70622,4.93403107305943
"0","0","1","1",-7632.48110239606,-7635.03016000167,4864987.95449594,4864986.02702,3.19575627632327
"0","0","1","1",-7632.06980529327,-7626.9143400006,4864982.08808637,4864981.15652,5.2389539305888
"0","0","1","1",-7632.9790759226,-7633.17278000042,4864965.22725023,4864966.28946,1.07972721897867
"0","0","2","1",-7637.41882622743,-7638.81397999972,4864955.69325027,4864949.63504,6.21678097719276
"0","0","0","0",-7637.31194382388,-7637.0467399992,4864955.82226685,4864953.31748,2.51878745278803
"0","0","0","0",-7618.42008150594,-7612.49433999956,4864974.84117645,4864980.0492,7.88910145058982
"0","0","0","0",-7610.50939999893,-7591.23764000013,4864982.554,4864984.16718,19.3391593189757
"0","0","0","0",-7605.14416078203,-7599.59560000077,4864978.71192022,4864981.42772,6.17754766767681
"0","0","0","0",-7592.57327100977,-7591.24057999998,4864984.10219659,4864983.8225,1.36172519627793
"0","0","2","2",-7589.06621643408,-7593.6073800005,4864985.33224475,4864982.96072,5.12311391421906
"0","0","2","2",-7594.10545720105,-7595.42756000087,4864981.95862272,4864982.12256,1.33222792533517
"0","0","2","2",-7601.38699999824,-7597.78484000042,4864979.6612,4864982.07968,4.33873278302875
"0","0","2","2",-7609.07213901898,-7601.77541999966,4864977.91577788,4864981.8851,8.30648099606634
"0","0","2","2",-7609.15270231509,-7601.40920000002,4864978.04042304,4864980.72446,8.1954793944956
"0","0","2","2",-7616.85498512883,-7623.35296000019,4864975.69891528,4864980.23686,7.92569364231022
"0","0","2","2",-7616.64107582037,-7618.22838000059,4864979.35878392,4864976.75948,3.0456387561548
"0","0","2","2",-7633.87460000068,-7634.21417999864,4864970.4821,4864965.6177,4.8762385020609
"0","0","2","2",-7644.96017757034,-7647.44788000062,4864948.71834876,4864943.81104,5.50184902088056
"0","0","2","2",-7646.18050000072,-7645.14321999923,4864933.0259,4864928.4206,4.72067133900645
"0","0","2","2",-7646.28556662826,-7645.48961999938,4864926.00290644,4864930.15642,4.22909043763856
"0","0","2","2",-7653.34330144525,-7646.34846057743,4864920.96325149,4864921.5071206,7.01595270584798
"0","0","2","2",-7653.57921978039,-7644.37004028783,4864920.20018422,4864922.9205903,9.60258278560588
"0","0","1","1",-7635.22179999948,-7630.02829999998,4864983.9177,4864982.36296,5.4212229903481
"0","0","1","1",-7634.72619494539,-7633.5896800004,4864986.13599949,4864983.28262,3.07139068392705
"0","0","1","1",-7632.37887962689,-7634.47374000102,4864988.06522986,4864985.2263,3.52816705131143
"0","0","1","1",-7632.41680527046,-7627.02334000022,4864988.14721207,4864982.24402,7.99607054929753
"0","0","1","1",-7637.42379999906,-7637.74868000075,4864991.5989,4864995.51102,3.92558656935401
"0","0","1","1",-7637.92280000076,-7638.04680000022,4864993.3408,4864996.5516,3.21319352621034
"0","0","1","1",-7639.59899999946,-7639.41268000081,4864999.1878,4865003.2317,4.04819000929315
"0","0","1","1",-7639.47659722773,-7640.88378000036,4865001.20051871,4865009.32174,8.242232622066
"0","0","1","1",-7639.64924147666,-7640.37390000075,4865007.29426405,4865006.58534,1.01375701518363
"0","0","1","1",-7640.92504870708,-7641.27360000089,4865006.79804123,4865008.76604,1.99862631818184
"0","0","2","2",-7639.16157609641,-7638.89130000025,4864914.57565277,4864909.24172,5.34077596960779
"0","0","1","1",-7641.34508182549,-7641.82493999973,4865008.71753647,4865013.56274,4.86890758948344
"0","0","2","2",-7638.57466337893,-7637.40278000012,4864906.72651549,4864905.0143,2.07484759361319
"0","0","1","1",-7640.57130648855,-7639.82226000056,4865009.16298701,4865004.66052,4.56434878273567
"0","0","2","2",-7636.88221927667,-7636.19139999971,4864899.15906349,4864897.91448,1.42345331340408
"0","0","1","1",-7642.24656108151,-7641.64116000012,4865014.26575393,4865011.96384,2.3801928936446
"0","0","2","2",-7646.69990000129,-7643.60353999883,4864925.0411,4864925.80566,3.18935687223644
"0","0","1","1",-7641.68039999902,-7640.5953200005,4865016.8579,4865007.3574,9.56226431629798
"0","0","1","1",-7642.22313555101,-7640.77677999958,4865015.53803664,4865008.9479,6.74698787047284
"0","0","2","2",-7638.93947694178,-7646.73510000035,4864952.24733173,4864945.017,10.6324708228406
"0","0","0","0",-7637.70483357085,-7637.25699999928,4864955.73177154,4864949.8143,5.93439334190394
"0","0","1","1",-7633.54917987814,-7636.20569999889,4864964.76870875,4864967.3302,3.69030304664584
"0","0","2","2",-7640.31144951824,-7638.11807999909,4864957.97150049,4864952.74884,5.66454344452291
"0","0","1","1",-7634.91499007346,-7624.21811999902,4864973.19002133,4864973.25398,10.6970612834105
"0","0","1","1",-7632.25869999826,-7623.77160000056,4864981.1231,4864979.42378,8.65555052179572
"0","0","1","1",-7618.71421039816,-7628.10069999918,4864971.3326379,4864981.68782,13.9762650009
"0","0","3","3",-7656.91620950242,-7654.15735999942,4864937.62763416,4864935.17256,3.69305289814662
"0","0","3","3",-7665.65401487475,-7662.69893999994,4864936.72643714,4864936.52976,2.9616126372511
"0","0","3","3",-7674.2643398279,-7678.17144000009,4864934.19522275,4864932.93638,4.10488938018203
"0","0","3","3",-7681.73091456826,-7683.59003999978,4864931.85113189,4864930.75042,2.16053558960732
"0","0","3","3",-7689.28420000151,-7684.6455599986,4864928.0484,4864931.39706,5.72105802069811
"0","0","3","3",-7691.10920000076,-7689.84189999923,4864927.5252,4864928.6419,1.68910277489932
"0","0","3","3",-7682.07559027651,-7683.59654000029,4864931.22438543,4864930.74864,1.59361908141055
"0","0","3","3",-7644.71326286231,-7642.54034285567,4864929.17910975,4864924.85302857,4.84113207042361
"0","0","3","3",-7646.73350000009,-7643.79221999869,4864925.0598,4864929.2204,5.09526450806613
"0","0","1","1",-7618.08735494098,-7602.26711999923,4864970.03305794,4864981.48814,19.5319926942873
"0","0","3","3",-7641.74172147363,-7639.47992000132,4864920.04827147,4864913.21052,7.20212406584318
"0","0","3","3",-7640.01652132002,-7637.02544,4864913.7152537,4864901.78224,12.3021698656755
"0","0","3","3",-7637.55744279934,-7636.92688000053,4864905.20627089,4864901.43836,3.82030913936815
"0","0","3","3",-7636.03333375106,-7636.92170000002,4864898.45175669,4864901.42034,3.09865800966018
"0","0","3","3",-7645.55909999833,-7643.13899999857,4864949.4074,4864947.852,2.8768304031845
"0","0","3","3",-7634.54482007356,-7630.23533999995,4864965.7527715,4864974.28104,9.55525939641581
"0","0","3","3",-7633.89460000023,-7634.93340000137,4864970.446,4864966.14248,4.42711981286062
"0","0","3","3",-7633.80223865017,-7627.72484000102,4864984.07082246,4864977.91844,8.64792369630386
"0","0","3","3",-7632.52853256873,-7621.71500000134,4864987.43473785,4864978.22356,14.2048683194515
"0","0","3","3",-7636.40018162799,-7637.23426000029,4864992.67763199,4864995.63214,3.06998441503399
"0","0","3","3",-7638.91555082314,-7638.7456400007,4865000.86937801,4865000.90514,0.173633543664041
"0","0","3","3",-7641.72529999912,-7640.0562199995,4865006.6058,4865007.39262,1.84524083960211
"0","0","1","1",-7616.09959999844,-7629.58463999927,4864980.4364,4864981.95552,13.5703363775314
"0","0","1","1",-7610.89979999885,-7606.73005999923,4864976.9343,4864979.1995,4.74529901119078
"0","0","3","3",-7642.31457045009,-7640.62153999955,4865014.35609954,4865008.40694,6.18537398559297
"0","0","1","1",-7609.02120000124,-7600.78317999914,4864977.473,4864981.22044,9.05031933740496
"0","0","1","1",-7602.67741797987,-7597.41911999956,4864981.04718088,4864982.1846,5.37990891235198
"0","0","1","1",-7603.09437991335,-7601.51118000001,4864981.10680178,4864980.6953,1.63580429167833
"0","0","1","1",-7595.97399999946,-7590.09853999913,4864981.2125,4864984.9157,6.9451220621366
"0","0","3","3",-7618.09711275516,-7617.3653200008,4864976.56428246,4864978.05808,1.66341568017472
"0","0","1","1",-7594.52429311369,-7592.95905999988,4864983.70255453,4864983.46294,1.58346765794677
"0","0","1","1",-7594.03489999846,-7592.56704000011,4864981.7684,4864983.57532,2.32799760718393
"0","0","1","1",-7592.16400306983,-7590.09853999913,4864978.94446059,4864984.9157,6.31837303362426
"0","0","3","3",-7610.51213638386,-7608.09927999973,4864978.58944959,4864978.4906,2.41488036387797
"0","0","3","3",-7602.78702383615,-7602.01757999957,4864980.84854108,4864981.1829,0.838951550832967
"0","0","3","3",-7595.53920064076,-7595.7003399998,4864982.7153957,4864982.99362,0.321519290172457
"0","0","3","3",-7588.03157166602,-7589.80529999882,4864985.51979202,4864985.31614,1.78538128814572
"0","0","3","3",-7616.09959999844,-7621.69110000134,4864980.4363,4864978.39496,5.95247354281925
"0","0","1","1",-7642.66259999946,-7644.62635999918,4864928.1209,4864927.07332,2.22570824567597
"0","0","1","1",-7644.36514611238,-7647.13401999921,4864929.74060647,4864930.15794,2.80014818833674
"0","0","1","1",-7649.33920000121,-7650.16560000181,4864936.5404,4864937.0569,0.97453025140302
"0","0","1","1",-7644.74650963789,-7638.79169999882,4864948.35035318,4864953.32438,7.75891104793559
"0","0","1","1",-7633.34757969684,-7626.47067999989,4864984.85731575,4864980.74908,8.01057740831888
"0","0","1","1",-7634.10611749949,-7633.5896800004,4864983.98104736,4864983.28262,0.868624469130828
"0","0","1","1",-7637.42379999906,-7634.12987999991,4864991.5989,4864985.16724,7.2260749594394
"0","0","1","1",-7636.39813145096,-7637.59264664277,4864898.56127707,4864908.3948819,9.90588969034396
"0","0","2","2",-7637.63500148025,-7637.65307999998,4864904.55095181,4864904.92988,0.379359203684709
"0","0","2","2",-7638.63771656823,-7637.35850000009,4864906.6674506,4864902.94428,3.93680001411054
"0","0","2","2",-7653.34330144525,-7649.07892086655,4864920.96325149,4864922.71721089,4.61099938320625
"0","0","2","2",-7652.1528652179,-7643.92669999898,4864925.90626959,4864926.93304,8.2899970858956
"0","0","2","2",-7644.27850836605,-7649.65232000053,4864929.12712002,4864928.90922,5.3782275799036
"0","0","2","2",-7645.02567237488,-7645.24693999961,4864929.80102579,4864929.31002,0.538559233491634
"0","0","2","2",-7646.57608967589,-7646.11590028853,4864931.61135403,4864923.4987303,8.12566539323728
"0","0","2","2",-7660.04540000111,-7649.50948028863,4864939.4127,4864928.7456703,14.9930359451807
"0","0","2","2",-7661.86320000142,-7664.71200000048,4864938.8919,4864936.6296,3.63781015485842
"0","0","2","2",-7666.24808553979,-7671.3181599997,4864936.28686844,4864934.9007,5.25615048992318
"0","0","2","2",-7673.91343881223,-7678.33975999951,4864933.75290291,4864932.8881,4.51001145521398
"0","0","2","2",-7676.65703884553,-7682.98287999928,4864933.44839218,4864931.24088,6.69995345720969
"0","0","2","2",-7676.7536999993,-7680.70511999875,4864934.6235,4864932.21006,4.63016334943788
"0","0","2","2",-7676.7536999993,-7679.0082799986,4864934.6235,4864932.69642,2.96593464232559
"0","0","2","2",-7676.61748795836,-7678.66047999859,4864933.59586131,4864932.79614,2.19393952742188
"0","0","2","2",-7683.79114092282,-7681.49379999936,4864930.40131101,4864931.35122,2.4859811758963
"0","0","2","2",-7644.01243109285,-7643.10764000044,4864947.1886584,4864947.824,1.10557942631494
"0","0","2","2",-7632.83449999988,-7634.21417999864,4864964.8305,4864965.6177,1.58845860480694
"0","0","2","2",-7633.87460000068,-7631.21814000011,4864970.4821,4864971.84466,2.98552331953974
"0","0","2","2",-7632.10820430452,-7621.00921999887,4864982.42988779,4864979.63954,11.4443651378406
"0","0","2","2",-7634.40627116459,-7618.98955999911,4864984.26527621,4864978.5256,16.4504974443735
"0","0","2","2",-7634.83329619327,-7622.85847999975,4864985.89606942,4864980.41322,13.17034018624
"0","0","2","2",-7634.22960016648,-7621.03291999996,4864985.62274785,4864977.038,15.7432608772449
"0","0","2","2",-7636.58283107598,-7638.66451999992,4864993.55639776,4865001.57938,8.28864722346017
"0","0","2","2",-7637.5203338089,-7638.15317999944,4864993.58200269,4864998.83776,5.29372073283116
"0","0","2","2",-7639.18656641044,-7638.33199999928,4864999.28742409,4865002.33512,3.16523839770519
"0","0","2","2",-7638.81872605451,-7638.84829999953,4864999.21356321,4865003.17828,3.96482708892417
"0","0","2","2",-7639.34531550156,-7639.02851999924,4865007.27142334,4865004.76472,2.52664224363253
"0","0","2","2",-7641.38097897019,-7638.07226710096,4865006.83435719,4865004.83537707,3.86568179666118
"0","0","2","2",-7641.76361680523,-7639.93906710073,4865008.64152356,4865009.43203707,1.98843989976146
"0","0","2","2",-7631.76840685305,-7620.29949999973,4864982.25775113,4864978.67044,12.0168475710956
"0","0","2","2",-7633.87460000068,-7634.24765999988,4864970.4821,4864968.615,1.90400529698514
"0","0","2","2",-7633.87460000068,-7633.75891999975,4864970.4821,4864968.3378,2.1474180663773
"0","0","2","2",-7632.83449999988,-7640.33165999949,4864964.8305,4864956.71482,11.0486048863294
"0","0","2","2",-7632.83449999988,-7632.22741999924,4864964.8305,4864968.45398,3.67398331987058
"0","0","2","2",-7635.16969401381,-7633.27017999962,4864966.32790716,4864968.0606,2.57106553133457
"0","0","1","1",-7636.67734827515,-7636.19413999915,4864993.15039005,4864991.22854,1.98166542387322
"0","0","1","1",-7616.79854302343,-7615.61232000068,4864976.53030099,4864977.02998,1.28716905381524
"0","0","1","1",-7635.33914135879,-7638.75040000081,4864966.31194359,4864955.57358,11.2671708123989
"0","0","1","1",-7644.89383690554,-7644.26210000068,4864948.71736513,4864948.47632,0.676161424076146
"0","0","0","0",-7644.18918638034,-7645.0887000002,4864948.60365007,4864948.9595,0.967343747100149
"0","0","1","1",-7595.48529756011,-7595.90996000096,4864982.7225867,4864982.30064,0.59864614429952
"0","0","1","1",-7604.55435196124,-7595.13432000056,4864984.37617669,4864982.523,9.60058675204379
"0","0","1","1",-7605.38465284047,-7594.39915999919,4864986.07525216,4864983.68304,11.2429414297498
"0","0","1","1",-7604.88166140051,-7600.0808799997,4864985.26091801,4864981.42162,6.14717099647029
"0","0","1","1",-7601.58873392738,-7597.19275999963,4864980.27329621,4864983.19864,5.28036201961591
"0","0","1","1",-7596.37834523455,-7592.66581999958,4864982.91750944,4864983.86338,3.83112447408811
"0","0","1","1",-7594.12514444316,-7592.95905999988,4864982.07401112,4864983.46294,1.81352594756781
"0","0","1","1",-7594.84710000083,-7588.27835999877,4864984.5189,4864985.75386,6.68382161763814
"0","0","1","1",-7587.8004300002,-7587.886339999,4864986.53893,4864985.86624,0.678153642811094
"0","0","1","1",-7602.9452936482,-7602.8944600001,4864980.97737334,4864979.98238,0.99629102518771
"0","0","1","1",-7609.16681382845,-7596.74557999894,4864977.92499979,4864982.69412,13.3053206433864
"0","0","1","1",-7609.36276363717,-7591.57091999874,4864977.37505454,4864984.49368,19.1631033107097
"0","0","1","1",-7616.20041917674,-7621.8690200001,4864978.72057793,4864979.96916,5.80448037980579
"0","0","1","1",-7616.53860484772,-7596.74557999894,4864978.73758704,4864982.69412,20.1845977350688
"0","0","1","1",-7616.89829421054,-7614.08170000017,4864978.91003505,4864978.16184,2.91427500036789
"0","0","1","1",-7616.97829999961,-7610.73433999941,4864975.191825,4864978.4284,7.03295487122555
"0","0","2","1",-7626.9702949484,-7622.90553999916,4864979.47950319,4864980.52364,4.19671948997702
"0","0","1","1",-7621.66741620942,-7624.21150000096,4864976.46914108,4864980.52544,4.78810226147841
"0","0","1","1",-7634.15520230315,-7633.5896800004,4864984.06784388,4864983.28262,0.967673507130065
"0","0","1","1",-7632.7292540937,-7630.44694000036,4864987.35152893,4864981.54988,6.23442763406094
"0","0","1","1",-7637.42379999906,-7637.74868000075,4864991.59889999,4864995.51102,3.92558657863528
"0","0","1","1",-7637.18346461814,-7637.07819999978,4864993.45257394,4864993.17222,0.299464473823382
"0","0","1","1",-7636.78198395717,-7639.95648000017,4864993.8495243,4865005.12878,11.7174670590413
"0","0","1","1",-7636.5313301723,-7639.43564000055,4864993.90684433,4865002.35444,8.93291039897551
"0","0","1","1",-7641.77412720016,-7641.09504000023,4865010.4449637,4865010.05836,0.781422962268411
"0","0","1","1",-7640.71659360239,-7639.75715999976,4865008.04813466,4865006.34882,1.95145667461134
"0","0","1","1",-7595.18075948703,-7595.90448000058,4864982.78289028,4864982.30228,0.868767876517361
"0","0","1","1",-7602.93287420699,-7602.85455999971,4864980.72081256,4864980.62668,0.122450210176127
"0","0","1","1",-7602.97878043871,-7605.30036000013,4864980.72343701,4864979.92566,2.45482785881722
"0","0","1","1",-7603.13473217479,-7598.57603999973,4864980.5692673,4864982.48572,4.94514562974397
"0","0","1","1",-7617.699243328,-7618.1353200011,4864977.88487317,4864978.67282,0.900568193449664
"0","0","1","1",-7644.49536666771,-7644.26210000068,4864948.8168,4864948.47632,0.412722628646716
"0","0","1","1",-7675.64369799142,-7680.93873999864,4864932.92988011,4864931.82672,5.40873664428285
"0","0","1","1",-7676.41943999976,-7680.18401999921,4864934.71934,4864932.35946,4.44309533864726
"0","0","2","2",-7653.34330144525,-7643.49965999872,4864920.96325149,4864927.08512,11.59200375169
"0","0","2","2",-7653.34330144525,-7649.31050028876,4864920.96325149,4864927.6703503,7.82615228512511
"0","0","2","2",-7653.34330144525,-7645.45786028803,4864920.96325149,4864925.6012903,9.1483105671487
"0","0","2","2",-7644.77762235441,-7646.67622057721,4864917.96574232,4864922.6504606,5.05482547083686
"0","0","2","2",-7645.61007713052,-7643.27462028861,4864918.17099721,4864918.1334503,2.33575864143544
"0","0","2","2",-7645.73244282327,-7646.13520057723,4864918.39999642,4864920.7630006,2.39708208952352
"0","0","2","2",-7653.34330144525,-7644.37004028782,4864920.9632515,4864922.9205903,9.18425777997242
"0","0","2","2",-7653.34330144525,-7645.36870028824,4864920.96325149,4864923.6480703,8.41442307262689
"0","0","2","2",-7653.34330144525,-7644.04803999886,4864920.9632515,4864927.35624,11.2814975649649
"0","0","2","2",-7653.34330144525,-7644.04803999886,4864920.96325149,4864927.35624,11.2814975707702
"0","0","2","2",-7652.24195690771,-7645.03933999911,4864922.75925641,4864929.70006,10.0026218961453
"0","0","2","2",-7645.66078765751,-7645.80744057745,4864918.20658478,4864919.6196606,1.42066545780534
"0","0","1","1",-7632.83449999988,-7636.44671999961,4864964.8305,4864952.8732,12.4910030267339
"0","0","1","1",-7632.91792671521,-7633.04149999842,4864969.74029364,4864971.0121,1.27779566998211
